Key Values_;_LineNumber_;_SourceName_;_M_NB_;_M_QTY_INDEX_;_M_TP_BUY_;_CURRENCY_;_INSTRUMENT_;_TRN_STATUS_;_TRN_FMLY_;_TRN_GRP_;_TRN_TYPE_;_PORTFOLIO_;_M_PL_CGR2_;_M_PL_CGRA2_;_M_PL_CGU2_;_M_PL_CGUA2_;_M_PL_CSFCP2_;_M_PL_CSFI2_;_M_PL_CSFR2_;_M_PL_CSFRV2_;_M_PL_CSNF2_;_M_PL_CSNFCP2_;_M_PL_CSNFR2_;_M_PL_CSNFRV2_;_M_PL_FE2_;_M_PL_FEFI2_;_M_PL_FMV2_;_M_PL_FMVCL2_;_M_PL_FPFCP2_;_M_PL_FPFRV2_;_M_PL_FPNFCP2_;_M_PL_FPNFRV2_;_M_PL_FTFI2_;_M_PL_INSCUR_;_M_PL_KEY1_;_M_PL_MVFCP2_;_M_PL_MVFRV2_;_M_PL_MVNFCP2_;_M_PL_MVNFRV2_;_M_PL_NFMV2_;_M_PL_NFMVCL2_;_M_PL_RVR2_;_M_PL_RVRA2_;_M_PL_RVU2_;_M_PL_RVUA2_;_M_PLIRDACC12_;_M_PLIRDACC22_;_M_PLIRDACS12_;_M_PLIRDACS22_;_M_PLIRDCUR1_;_M_PLIRDCUR2_;_M_PLIRDFPV12_;_M_PLIRDFPV22_;_M_RSKSECTION_;_M_TP_TYPE
55086002_;_1306_;_MX 3.1_;_55086002_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD PBL_;_0_;_0_;_-3918424.087_;_-3918424.087_;_0_;_-2082069.317_;_0_;_-16653718.38_;_-14571649.06_;_0_;_0_;_-14571649.06_;_0_;_0_;_-3916503.338_;_0_;_0_;_0_;_0_;_0_;_1920.748956_;_IN1_;_30spaces_;_-3916503.338_;_0_;_-3918424.087_;_0_;_-3918424.087_;_0_;_0_;_0_;_-14571649.06_;_-14571649.06_;_5919863.01_;_-7284290.66_;_5919863.01_;_-7284290.66_;_IN1_;_IN1_;_31312196.44_;_-35228699.78_;_20spaces_;_11spaces_;_ 
54106746_;_1303_;_MX 2.1_;_54106746_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-2637954.447_;_-2637954.447_;_0_;_1042027.246_;_0_;_12135293.55_;_11093266.3_;_0_;_0_;_11093266.3_;_0_;_0_;_-2636661.364_;_-2636661.364_;_0_;_0_;_0_;_0_;_1293.083173_;_IN1_;_30spaces_;_-2636661.364_;_0_;_-2637954.447_;_0_;_-2637954.447_;_-2637954.447_;_0_;_0_;_11093266.3_;_11093266.3_;_-6158630.14_;_6631370.17_;_-6158630.14_;_6631370.17_;_IN1_;_IN1_;_-86384364.2_;_83747702.84_;_20spaces_;_11spaces_;_ 
54106746_;_1303_;_MX 3.1_;_54106746_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-3459581.222_;_-3459581.222_;_0_;_1042027.246_;_0_;_12135293.55_;_11093266.3_;_0_;_0_;_11093266.3_;_0_;_0_;_-3457885.39_;_0_;_0_;_0_;_0_;_0_;_1695.831506_;_IN1_;_30spaces_;_-3457885.39_;_0_;_-3459581.222_;_0_;_-3459581.222_;_0_;_0_;_0_;_11093266.3_;_11093266.3_;_-6158630.14_;_6631370.17_;_-6158630.14_;_6631370.17_;_IN1_;_IN1_;_-86384364.2_;_82926478.81_;_20spaces_;_11spaces_;_ 
38767788_;_1355_;_MX 2.1_;_38767788_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-1690134.449_;_-1690134.449_;_0_;_-1206597.644_;_0_;_-12975823.97_;_-11769226.33_;_0_;_0_;_-11769226.33_;_0_;_0_;_-1689305.972_;_-1689305.972_;_0_;_0_;_0_;_0_;_828.476935_;_IN1_;_30spaces_;_-1689305.972_;_0_;_-1690134.449_;_0_;_-1690134.449_;_-1690134.449_;_0_;_0_;_-11769226.33_;_-11769226.33_;_4028767.12_;_-4807380.81_;_4028767.12_;_-4807380.81_;_IN1_;_IN1_;_8439707.52_;_-10129013.49_;_20spaces_;_11spaces_;_ 
38767788_;_1355_;_MX 3.1_;_38767788_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-1585815.448_;_-1585815.448_;_0_;_-1206597.644_;_0_;_-12975823.97_;_-11769226.33_;_0_;_0_;_-11769226.33_;_0_;_0_;_-1585038.107_;_0_;_0_;_0_;_0_;_0_;_777.341426_;_IN1_;_30spaces_;_-1585038.107_;_0_;_-1585815.448_;_0_;_-1585815.448_;_0_;_0_;_0_;_-11769226.33_;_-11769226.33_;_4028767.12_;_-4807380.81_;_4028767.12_;_-4807380.81_;_IN1_;_IN1_;_8439707.52_;_-10024745.62_;_20spaces_;_11spaces_;_ 
60531609_;_1397_;_MX 2.1_;_60531609_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_383031.4256_;_383031.4256_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_382843.6697_;_382843.6697_;_0_;_0_;_0_;_0_;_-187.755892_;_IN1_;_30spaces_;_382843.6697_;_0_;_383031.4256_;_0_;_383031.4256_;_383031.4256_;_0_;_0_;_0_;_0_;_-64033424.66_;_63953697.91_;_-64033424.66_;_63953697.91_;_IN1_;_IN1_;_-84405581.62_;_84788425.29_;_20spaces_;_11spaces_;_ 
60531609_;_1397_;_MX 3.1_;_60531609_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-34244.57799_;_-34244.57799_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-34227.79184_;_0_;_0_;_0_;_0_;_0_;_16.786146_;_IN1_;_30spaces_;_-34227.79184_;_0_;_-34244.57799_;_0_;_-34244.57799_;_0_;_0_;_0_;_0_;_0_;_-64033424.66_;_63953697.91_;_-64033424.66_;_63953697.91_;_IN1_;_IN1_;_-84405581.62_;_84371353.82_;_20spaces_;_11spaces_;_ 
60463993_;_1387_;_MX 2.1_;_60463993_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-97898.25863_;_-97898.25863_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-97850.27046_;_-97850.27046_;_0_;_0_;_0_;_0_;_47.988164_;_IN1_;_30spaces_;_-97850.27046_;_0_;_-97898.25863_;_0_;_-97898.25863_;_-97898.25863_;_0_;_0_;_0_;_0_;_33082191.78_;_-33062884.12_;_33082191.78_;_-33062884.12_;_IN1_;_IN1_;_42307171.19_;_-42405021.46_;_20spaces_;_11spaces_;_ 
60463993_;_1387_;_MX 3.1_;_60463993_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_110739.7432_;_110739.7432_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_110685.4603_;_0_;_0_;_0_;_0_;_0_;_-54.282855_;_IN1_;_30spaces_;_110685.4603_;_0_;_110739.7432_;_0_;_110739.7432_;_0_;_0_;_0_;_0_;_0_;_33082191.78_;_-33062884.12_;_33082191.78_;_-33062884.12_;_IN1_;_IN1_;_42307171.19_;_-42196485.73_;_20spaces_;_11spaces_;_ 
38858485_;_1361_;_MX 2.1_;_38858485_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_4216940.068_;_4216940.068_;_0_;_2575783.308_;_0_;_22653316.37_;_20077533.06_;_0_;_0_;_20077533.06_;_0_;_0_;_4214872.991_;_4214872.991_;_0_;_0_;_0_;_0_;_-2067.076726_;_IN1_;_30spaces_;_4214872.991_;_0_;_4216940.068_;_0_;_4216940.068_;_4216940.068_;_0_;_0_;_20077533.06_;_20077533.06_;_-14794520.55_;_17026316.62_;_-14794520.55_;_17026316.62_;_IN1_;_IN1_;_-34967387.06_;_39182260.05_;_20spaces_;_11spaces_;_ 
38858485_;_1361_;_MX 3.1_;_38858485_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_3909945.803_;_3909945.803_;_0_;_2575783.308_;_0_;_22653316.37_;_20077533.06_;_0_;_0_;_20077533.06_;_0_;_0_;_3908029.209_;_0_;_0_;_0_;_0_;_0_;_-1916.593036_;_IN1_;_30spaces_;_3908029.209_;_0_;_3909945.803_;_0_;_3909945.803_;_0_;_0_;_0_;_20077533.06_;_20077533.06_;_-14794520.55_;_17026316.62_;_-14794520.55_;_17026316.62_;_IN1_;_IN1_;_-34967387.06_;_38875416.27_;_20spaces_;_11spaces_;_ 
38767672_;_1345_;_MX 2.1_;_38767672_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-2451347.344_;_-2451347.344_;_0_;_-3064720.284_;_0_;_-25283257.66_;_-22218537.37_;_0_;_0_;_-22218537.37_;_0_;_0_;_-2450145.733_;_-2450145.733_;_0_;_0_;_0_;_0_;_1201.611349_;_IN1_;_30spaces_;_-2450145.733_;_0_;_-2451347.344_;_0_;_-2451347.344_;_-2451347.344_;_0_;_0_;_-22218537.37_;_-22218537.37_;_4469178.08_;_-5082700.6_;_4469178.08_;_-5082700.6_;_IN1_;_IN1_;_34455049.49_;_-36905195.22_;_20spaces_;_11spaces_;_ 
38767672_;_1345_;_MX 3.1_;_38767672_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-2051765.795_;_-2051765.795_;_0_;_-3064720.284_;_0_;_-25283257.66_;_-22218537.37_;_0_;_0_;_-22218537.37_;_0_;_0_;_-2050760.052_;_0_;_0_;_0_;_0_;_0_;_1005.74285_;_IN1_;_30spaces_;_-2050760.052_;_0_;_-2051765.795_;_0_;_-2051765.795_;_0_;_0_;_0_;_-22218537.37_;_-22218537.37_;_4469178.08_;_-5082700.6_;_4469178.08_;_-5082700.6_;_IN1_;_IN1_;_34455049.49_;_-36505809.54_;_20spaces_;_11spaces_;_ 
38767791_;_1357_;_MX 2.1_;_38767791_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-1702673.434_;_-1702673.434_;_0_;_-1194820.069_;_0_;_-12938440.3_;_-11743620.23_;_0_;_0_;_-11743620.23_;_0_;_0_;_-1701838.81_;_-1701838.81_;_0_;_0_;_0_;_0_;_834.623345_;_IN1_;_30spaces_;_-1701838.81_;_0_;_-1702673.434_;_0_;_-1702673.434_;_-1702673.434_;_0_;_0_;_-11743620.23_;_-11743620.23_;_4067328.77_;_-4863578.06_;_4067328.77_;_-4863578.06_;_IN1_;_IN1_;_8378726.92_;_-10080565.73_;_20spaces_;_11spaces_;_ 
38767791_;_1357_;_MX 3.1_;_38767791_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-1598354.433_;_-1598354.433_;_0_;_-1194820.069_;_0_;_-12938440.3_;_-11743620.23_;_0_;_0_;_-11743620.23_;_0_;_0_;_-1597570.945_;_0_;_0_;_0_;_0_;_0_;_783.487836_;_IN1_;_30spaces_;_-1597570.945_;_0_;_-1598354.433_;_0_;_-1598354.433_;_0_;_0_;_0_;_-11743620.23_;_-11743620.23_;_4067328.77_;_-4863578.06_;_4067328.77_;_-4863578.06_;_IN1_;_IN1_;_8378726.92_;_-9976297.86_;_20spaces_;_11spaces_;_ 
38454641_;_1378_;_MX 2.1_;_38454641_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_143596.19_;_143596.19_;_0_;_-272057.8178_;_0_;_-2713067.602_;_-2441009.784_;_0_;_0_;_-2441009.784_;_0_;_0_;_143525.8014_;_143525.8014_;_0_;_0_;_0_;_0_;_-70.388561_;_IN1_;_30spaces_;_143525.8014_;_0_;_143596.19_;_0_;_143596.19_;_143596.19_;_0_;_0_;_-2441009.784_;_-2441009.784_;_5201210.96_;_-5483167.91_;_5201210.96_;_-5483167.91_;_IN1_;_IN1_;_16036610.99_;_-15893085.19_;_20spaces_;_11spaces_;_ 
38454641_;_1378_;_MX 3.1_;_38454641_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_255479.0237_;_255479.0237_;_0_;_-272057.8178_;_0_;_-2713067.602_;_-2441009.784_;_0_;_0_;_-2441009.784_;_0_;_0_;_255353.792_;_0_;_0_;_0_;_0_;_0_;_-125.23174_;_IN1_;_30spaces_;_255353.792_;_0_;_255479.0237_;_0_;_255479.0237_;_0_;_0_;_0_;_-2441009.784_;_-2441009.784_;_5201210.96_;_-5483167.91_;_5201210.96_;_-5483167.91_;_IN1_;_IN1_;_16036610.99_;_-15781257.2_;_20spaces_;_11spaces_;_ 
60497699_;_1395_;_MX 2.1_;_60497699_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-469088.0299_;_-469088.0299_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-468858.0904_;_-468858.0904_;_0_;_0_;_0_;_0_;_229.939466_;_IN1_;_30spaces_;_-468858.0904_;_0_;_-469088.0299_;_0_;_-469088.0299_;_-469088.0299_;_0_;_0_;_0_;_0_;_65736986.3_;_-65883389.28_;_65736986.3_;_-65883389.28_;_IN1_;_IN1_;_84773145.82_;_-85242003.91_;_20spaces_;_11spaces_;_ 
60497699_;_1395_;_MX 3.1_;_60497699_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-51812.02629_;_-51812.02629_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-51786.62886_;_0_;_0_;_0_;_0_;_0_;_25.397428_;_IN1_;_30spaces_;_-51786.62886_;_0_;_-51812.02629_;_0_;_-51812.02629_;_0_;_0_;_0_;_0_;_0_;_65736986.3_;_-65883389.28_;_65736986.3_;_-65883389.28_;_IN1_;_IN1_;_84773145.82_;_-84824932.44_;_20spaces_;_11spaces_;_ 
60510554_;_1396_;_MX 2.1_;_60510554_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-419777.1458_;_-419777.1458_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-419571.3778_;_-419571.3778_;_0_;_0_;_0_;_0_;_205.768058_;_IN1_;_30spaces_;_-419571.3778_;_0_;_-419777.1458_;_0_;_-419777.1458_;_-419777.1458_;_0_;_0_;_0_;_0_;_65775205.48_;_-65883389.28_;_65775205.48_;_-65883389.28_;_IN1_;_IN1_;_84822432.53_;_-85242003.91_;_20spaces_;_11spaces_;_ 
60510554_;_1396_;_MX 3.1_;_60510554_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-2501.142193_;_-2501.142193_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-2499.916173_;_0_;_0_;_0_;_0_;_0_;_1.22602_;_IN1_;_30spaces_;_-2499.916173_;_0_;_-2501.142193_;_0_;_-2501.142193_;_0_;_0_;_0_;_0_;_0_;_65775205.48_;_-65883389.28_;_65775205.48_;_-65883389.28_;_IN1_;_IN1_;_84822432.53_;_-84824932.44_;_20spaces_;_11spaces_;_ 
38440479_;_1376_;_MX 2.1_;_38440479_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB TRDSTR PBL_;_0_;_0_;_796394.843_;_796394.843_;_0_;_-839507.5831_;_0_;_-8837728.47_;_-7998220.887_;_0_;_0_;_-7998220.887_;_0_;_0_;_796004.463_;_796004.463_;_0_;_0_;_0_;_0_;_-390.380043_;_IN1_;_30spaces_;_796004.463_;_0_;_796394.843_;_0_;_796394.843_;_796394.843_;_0_;_0_;_-7998220.887_;_-7998220.887_;_18669452.05_;_-19582742.54_;_18669452.05_;_-19582742.54_;_IN1_;_IN1_;_57465673.33_;_-56669668.86_;_20spaces_;_11spaces_;_ 
38440479_;_1376_;_MX 3.1_;_38440479_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB TRDSTR PBL_;_0_;_0_;_1195976.392_;_1195976.392_;_0_;_-839507.5831_;_0_;_-8837728.47_;_-7998220.887_;_0_;_0_;_-7998220.887_;_0_;_0_;_1195390.143_;_0_;_0_;_0_;_0_;_0_;_-586.248542_;_IN1_;_30spaces_;_1195390.143_;_0_;_1195976.392_;_0_;_1195976.392_;_0_;_0_;_0_;_-7998220.887_;_-7998220.887_;_18669452.05_;_-19582742.54_;_18669452.05_;_-19582742.54_;_IN1_;_IN1_;_57465673.33_;_-56270283.18_;_20spaces_;_11spaces_;_ 
38481420_;_1386_;_MX 2.1_;_38481420_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_4151712.334_;_4151712.334_;_0_;_2871680.883_;_0_;_24348837.47_;_21477156.59_;_0_;_0_;_21477156.59_;_0_;_0_;_4149677.231_;_4149677.231_;_0_;_0_;_0_;_0_;_-2035.103131_;_IN1_;_30spaces_;_4149677.231_;_0_;_4151712.334_;_0_;_4151712.334_;_4151712.334_;_0_;_0_;_21477156.59_;_21477156.59_;_-13241095.89_;_15261093.61_;_-13241095.89_;_15261093.61_;_IN1_;_IN1_;_-34575047.43_;_38724724.66_;_20spaces_;_11spaces_;_ 
38481420_;_1386_;_MX 3.1_;_38481420_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_3844718.069_;_3844718.069_;_0_;_2871680.883_;_0_;_24348837.47_;_21477156.59_;_0_;_0_;_21477156.59_;_0_;_0_;_3842833.449_;_0_;_0_;_0_;_0_;_0_;_-1884.619442_;_IN1_;_30spaces_;_3842833.449_;_0_;_3844718.069_;_0_;_3844718.069_;_0_;_0_;_0_;_21477156.59_;_21477156.59_;_-13241095.89_;_15261093.61_;_-13241095.89_;_15261093.61_;_IN1_;_IN1_;_-34575047.43_;_38417880.88_;_20spaces_;_11spaces_;_ 
38858533_;_1363_;_MX 2.1_;_38858533_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_3879599.442_;_3879599.442_;_0_;_4976195.635_;_0_;_40522407.04_;_35546211.4_;_0_;_0_;_35546211.4_;_0_;_0_;_3877697.724_;_3877697.724_;_0_;_0_;_0_;_0_;_-1901.717734_;_IN1_;_30spaces_;_3877697.724_;_0_;_3879599.442_;_0_;_3879599.442_;_3879599.442_;_0_;_0_;_35546211.4_;_35546211.4_;_-2773013.7_;_3524790.1_;_-2773013.7_;_3524790.1_;_IN1_;_IN1_;_-15750070.23_;_19627767.96_;_20spaces_;_11spaces_;_ 
38858533_;_1363_;_MX 3.1_;_38858533_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_3572605.177_;_3572605.177_;_0_;_4976195.635_;_0_;_40522407.04_;_35546211.4_;_0_;_0_;_35546211.4_;_0_;_0_;_3570853.942_;_0_;_0_;_0_;_0_;_0_;_-1751.234045_;_IN1_;_30spaces_;_3570853.942_;_0_;_3572605.177_;_0_;_3572605.177_;_0_;_0_;_0_;_35546211.4_;_35546211.4_;_-2773013.7_;_3524790.1_;_-2773013.7_;_3524790.1_;_IN1_;_IN1_;_-15750070.23_;_19320924.17_;_20spaces_;_11spaces_;_ 
60550928_;_1398_;_MX 2.1_;_60550928_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-18859.22784_;_-18859.22784_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-18849.98334_;_-18849.98334_;_0_;_0_;_0_;_0_;_9.244492_;_IN1_;_30spaces_;_-18849.98334_;_0_;_-18859.22784_;_0_;_-18859.22784_;_-18859.22784_;_0_;_0_;_0_;_0_;_-32176232.88_;_31976848.96_;_-32176232.88_;_31976848.96_;_IN1_;_IN1_;_-42413062.63_;_42394212.64_;_20spaces_;_11spaces_;_ 
60550928_;_1398_;_MX 3.1_;_60550928_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-227497.2296_;_-227497.2296_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-227385.7141_;_0_;_0_;_0_;_0_;_0_;_111.515511_;_IN1_;_30spaces_;_-227385.7141_;_0_;_-227497.2296_;_0_;_-227497.2296_;_0_;_0_;_0_;_0_;_0_;_-32176232.88_;_31976848.96_;_-32176232.88_;_31976848.96_;_IN1_;_IN1_;_-42413062.63_;_42185676.91_;_20spaces_;_11spaces_;_ 
38767782_;_1353_;_MX 2.1_;_38767782_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-3756010.379_;_-3756010.379_;_0_;_-4199115.366_;_0_;_-35953394.86_;_-31754279.5_;_0_;_0_;_-31754279.5_;_0_;_0_;_-3754169.243_;_-3754169.243_;_0_;_0_;_0_;_0_;_1841.136348_;_IN1_;_30spaces_;_-3754169.243_;_0_;_-3756010.379_;_0_;_-3756010.379_;_-3756010.379_;_0_;_0_;_-31754279.5_;_-31754279.5_;_4554794.52_;_-5646634.26_;_4554794.52_;_-5646634.26_;_IN1_;_IN1_;_16016722.21_;_-19770891.45_;_20spaces_;_11spaces_;_ 
38767782_;_1353_;_MX 3.1_;_38767782_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD OIS_;_0_;_0_;_-3547372.377_;_-3547372.377_;_0_;_-4199115.366_;_0_;_-35953394.86_;_-31754279.5_;_0_;_0_;_-31754279.5_;_0_;_0_;_-3545633.512_;_0_;_0_;_0_;_0_;_0_;_1738.865329_;_IN1_;_30spaces_;_-3545633.512_;_0_;_-3547372.377_;_0_;_-3547372.377_;_0_;_0_;_0_;_-31754279.5_;_-31754279.5_;_4554794.52_;_-5646634.26_;_4554794.52_;_-5646634.26_;_IN1_;_IN1_;_16016722.21_;_-19562355.72_;_20spaces_;_11spaces_;_ 
39144542_;_1319_;_MX 2.1_;_39144542_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD MNR_;_0_;_0_;_1796545.779_;_1796545.779_;_0_;_-1087731.583_;_0_;_-9917859.394_;_-8830127.811_;_0_;_0_;_-8830127.811_;_0_;_0_;_1795665.141_;_1795665.141_;_0_;_0_;_0_;_0_;_-880.638071_;_IN1_;_30spaces_;_1795665.141_;_0_;_1796545.779_;_0_;_1796545.779_;_1796545.779_;_0_;_0_;_-8830127.811_;_-8830127.811_;_12586986.3_;_-13009028.4_;_12586986.3_;_-13009028.4_;_IN1_;_IN1_;_56764209.24_;_-54968544.1_;_20spaces_;_11spaces_;_ 
39144542_;_1319_;_MX 3.1_;_39144542_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD MNR_;_0_;_0_;_2286924.34_;_2286924.34_;_0_;_-1087731.583_;_0_;_-9917859.394_;_-8830127.811_;_0_;_0_;_-8830127.811_;_0_;_0_;_2285803.326_;_0_;_0_;_0_;_0_;_0_;_-1121.013816_;_IN1_;_30spaces_;_2285803.326_;_0_;_2286924.34_;_0_;_2286924.34_;_0_;_0_;_0_;_-8830127.811_;_-8830127.811_;_12586986.3_;_-13009028.4_;_12586986.3_;_-13009028.4_;_IN1_;_IN1_;_56764209.24_;_-54478405.91_;_20spaces_;_11spaces_;_ 
38750832_;_1343_;_MX 2.1_;_38750832_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB TRDSWAP PBL_;_0_;_0_;_-1093552.484_;_-1093552.484_;_0_;_294147.5352_;_0_;_3475073.219_;_3180925.684_;_0_;_0_;_3180925.684_;_0_;_0_;_-1093016.442_;_-1093016.442_;_0_;_0_;_0_;_0_;_536.041977_;_IN1_;_30spaces_;_-1093016.442_;_0_;_-1093552.484_;_0_;_-1093552.484_;_-1093552.484_;_0_;_0_;_3180925.684_;_3180925.684_;_-8155479.45_;_8342119.34_;_-8155479.45_;_8342119.34_;_IN1_;_IN1_;_-29157123.59_;_28064107.15_;_20spaces_;_11spaces_;_ 
38750832_;_1343_;_MX 3.1_;_38750832_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB TRDSWAP PBL_;_0_;_0_;_-1338741.765_;_-1338741.765_;_0_;_294147.5352_;_0_;_3475073.219_;_3180925.684_;_0_;_0_;_3180925.684_;_0_;_0_;_-1338085.535_;_0_;_0_;_0_;_0_;_0_;_656.229849_;_IN1_;_30spaces_;_-1338085.535_;_0_;_-1338741.765_;_0_;_-1338741.765_;_0_;_0_;_0_;_3180925.684_;_3180925.684_;_-8155479.45_;_8342119.34_;_-8155479.45_;_8342119.34_;_IN1_;_IN1_;_-29157123.59_;_27819038.06_;_20spaces_;_11spaces_;_ 
51265033_;_1439_;_MX 2.1_;_51265033_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_2109144.078_;_2109144.078_;_0_;_754341.1324_;_0_;_11876547.13_;_11122206_;_0_;_0_;_11122206_;_0_;_0_;_2108110.209_;_2108110.209_;_0_;_0_;_0_;_0_;_-1033.868769_;_IN1_;_30spaces_;_2108110.209_;_0_;_2109144.078_;_0_;_2109144.078_;_2109144.078_;_0_;_0_;_11122206_;_11122206_;_-11654520.55_;_13344662.8_;_-11654520.55_;_13344662.8_;_IN1_;_IN1_;_-111968555.8_;_114076666_;_20spaces_;_11spaces_;_ 
