Key Values_;_LineNumber_;_SourceName_;_M_NB_;_M_QTY_INDEX_;_M_TP_BUY_;_CURRENCY_;_INSTRUMENT_;_TRN_STATUS_;_TRN_FMLY_;_TRN_GRP_;_TRN_TYPE_;_PORTFOLIO_;_M_PL_CGR2_;_M_PL_CGRA2_;_M_PL_CGU2_;_M_PL_CGUA2_;_M_PL_CSFCP2_;_M_PL_CSFI2_;_M_PL_CSFR2_;_M_PL_CSFRV2_;_M_PL_CSNF2_;_M_PL_CSNFCP2_;_M_PL_CSNFR2_;_M_PL_CSNFRV2_;_M_PL_FE2_;_M_PL_FEFI2_;_M_PL_FMV2_;_M_PL_FMVCL2_;_M_PL_FPFCP2_;_M_PL_FPFRV2_;_M_PL_FPNFCP2_;_M_PL_FPNFRV2_;_M_PL_FTFI2_;_M_PL_INSCUR_;_M_PL_KEY1_;_M_PL_MVFCP2_;_M_PL_MVFRV2_;_M_PL_MVNFCP2_;_M_PL_MVNFRV2_;_M_PL_NFMV2_;_M_PL_NFMVCL2_;_M_PL_RVR2_;_M_PL_RVRA2_;_M_PL_RVU2_;_M_PL_RVUA2_;_M_PLIRDACC12_;_M_PLIRDACC22_;_M_PLIRDACS12_;_M_PLIRDACS22_;_M_PLIRDCUR1_;_M_PLIRDCUR2_;_M_PLIRDFPV12_;_M_PLIRDFPV22_;_M_RSKSECTION_;_M_TP_TYPE
51265033_;_1439_;_MX 3.1_;_51265033_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_1136239.359_;_1136239.359_;_0_;_754341.1324_;_0_;_11876547.13_;_11122206_;_0_;_0_;_11122206_;_0_;_0_;_1135682.392_;_0_;_0_;_0_;_0_;_0_;_-556.966401_;_IN1_;_30spaces_;_1135682.392_;_0_;_1136239.359_;_0_;_1136239.359_;_0_;_0_;_0_;_11122206_;_11122206_;_-11654520.55_;_13344662.8_;_-11654520.55_;_13344662.8_;_IN1_;_IN1_;_-111968555.8_;_113104238.2_;_20spaces_;_11spaces_;_ 
59709096_;_1490_;_MX 2.1_;_59709096_;_0_;_S_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_299358.5201_;_299358.5201_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_299211.7793_;_299211.7793_;_0_;_0_;_0_;_0_;_-146.740769_;_IN1_;_30spaces_;_299211.7793_;_0_;_299358.5201_;_0_;_299358.5201_;_299358.5201_;_0_;_0_;_0_;_0_;_36661267.12_;_-36403184.35_;_36661267.12_;_-36403184.35_;_IN1_;_IN1_;_42914166.04_;_-42614954.26_;_20spaces_;_11spaces_;_ 
59709096_;_1490_;_MX 3.1_;_59709096_;_0_;_S_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_507996.5219_;_507996.5219_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_507747.5101_;_0_;_0_;_0_;_0_;_0_;_-249.011788_;_IN1_;_30spaces_;_507747.5101_;_0_;_507996.5219_;_0_;_507996.5219_;_0_;_0_;_0_;_0_;_0_;_36661267.12_;_-36403184.35_;_36661267.12_;_-36403184.35_;_IN1_;_IN1_;_42914166.04_;_-42406418.53_;_20spaces_;_11spaces_;_ 
51498529_;_1449_;_MX 2.1_;_51498529_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-988171.4142_;_-988171.4142_;_0_;_-373514.0578_;_0_;_-5946251.126_;_-5572737.068_;_0_;_0_;_-5572737.068_;_0_;_0_;_-987687.0284_;_-987687.0284_;_0_;_0_;_0_;_0_;_484.385858_;_IN1_;_30spaces_;_-987687.0284_;_0_;_-988171.4142_;_0_;_-988171.4142_;_-988171.4142_;_0_;_0_;_-5572737.068_;_-5572737.068_;_5333424.66_;_-6112546.03_;_5333424.66_;_-6112546.03_;_IN1_;_IN1_;_55874545.79_;_-56862232.82_;_20spaces_;_11spaces_;_ 
51498529_;_1449_;_MX 3.1_;_51498529_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-501719.0546_;_-501719.0546_;_0_;_-373514.0578_;_0_;_-5946251.126_;_-5572737.068_;_0_;_0_;_-5572737.068_;_0_;_0_;_-501473.1199_;_0_;_0_;_0_;_0_;_0_;_245.934674_;_IN1_;_30spaces_;_-501473.1199_;_0_;_-501719.0546_;_0_;_-501719.0546_;_0_;_0_;_0_;_-5572737.068_;_-5572737.068_;_5333424.66_;_-6112546.03_;_5333424.66_;_-6112546.03_;_IN1_;_IN1_;_55874545.79_;_-56376018.91_;_20spaces_;_11spaces_;_ 
51243238_;_1436_;_MX 2.1_;_51243238_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD PBL_;_0_;_0_;_-824782.3992_;_-824782.3992_;_0_;_-369800.7791_;_0_;_-5820484.44_;_-5450683.661_;_0_;_0_;_-5450683.661_;_0_;_0_;_-824378.1041_;_-824378.1041_;_0_;_0_;_0_;_0_;_404.29517_;_IN1_;_30spaces_;_-824378.1041_;_0_;_-824782.3992_;_0_;_-824782.3992_;_-824782.3992_;_0_;_0_;_-5450683.661_;_-5450683.661_;_5901095.89_;_-6725072.29_;_5901095.89_;_-6725072.29_;_IN1_;_IN1_;_56266528.71_;_-57090906.82_;_20spaces_;_11spaces_;_ 
51243238_;_1436_;_MX 3.1_;_51243238_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD PBL_;_0_;_0_;_-338330.0396_;_-338330.0396_;_0_;_-369800.7791_;_0_;_-5820484.44_;_-5450683.661_;_0_;_0_;_-5450683.661_;_0_;_0_;_-338164.1956_;_0_;_0_;_0_;_0_;_0_;_165.843986_;_IN1_;_30spaces_;_-338164.1956_;_0_;_-338330.0396_;_0_;_-338330.0396_;_0_;_0_;_0_;_-5450683.661_;_-5450683.661_;_5901095.89_;_-6725072.29_;_5901095.89_;_-6725072.29_;_IN1_;_IN1_;_56266528.71_;_-56604692.91_;_20spaces_;_11spaces_;_ 
47378338_;_1476_;_MX 2.1_;_47378338_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-4586643.587_;_-4586643.587_;_0_;_-1319635.726_;_0_;_-15927347.16_;_-14607711.43_;_0_;_0_;_-14607711.43_;_0_;_0_;_-4584395.287_;_-4584395.287_;_0_;_0_;_0_;_0_;_2248.299491_;_IN1_;_30spaces_;_-4584395.287_;_0_;_-4586643.587_;_0_;_-4586643.587_;_-4586643.587_;_0_;_0_;_-14607711.43_;_-14607711.43_;_14599315.07_;_-17026316.62_;_14599315.07_;_-17026316.62_;_IN1_;_IN1_;_96728693.45_;_-101313088.7_;_20spaces_;_11spaces_;_ 
47378338_;_1476_;_MX 3.1_;_47378338_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-3765016.812_;_-3765016.812_;_0_;_-1319635.726_;_0_;_-15927347.16_;_-14607711.43_;_0_;_0_;_-14607711.43_;_0_;_0_;_-3763171.261_;_0_;_0_;_0_;_0_;_0_;_1845.551158_;_IN1_;_30spaces_;_-3763171.261_;_0_;_-3765016.812_;_0_;_-3765016.812_;_0_;_0_;_0_;_-14607711.43_;_-14607711.43_;_14599315.07_;_-17026316.62_;_14599315.07_;_-17026316.62_;_IN1_;_IN1_;_96728693.45_;_-100491864.7_;_20spaces_;_11spaces_;_ 
51273842_;_1441_;_MX 2.1_;_51273842_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_1209944.394_;_1209944.394_;_0_;_382465.3203_;_0_;_6018773.799_;_5636308.479_;_0_;_0_;_5636308.479_;_0_;_0_;_1209351.298_;_1209351.298_;_0_;_0_;_0_;_0_;_-593.095433_;_IN1_;_30spaces_;_1209351.298_;_0_;_1209944.394_;_0_;_1209944.394_;_1209944.394_;_0_;_0_;_5636308.479_;_5636308.479_;_-5811095.89_;_6672331.4_;_-5811095.89_;_6672331.4_;_IN1_;_IN1_;_-55828981.7_;_57038333_;_20spaces_;_11spaces_;_ 
51273842_;_1441_;_MX 3.1_;_51273842_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_723492.0342_;_723492.0342_;_0_;_382465.3203_;_0_;_6018773.799_;_5636308.479_;_0_;_0_;_5636308.479_;_0_;_0_;_723137.39_;_0_;_0_;_0_;_0_;_0_;_-354.644249_;_IN1_;_30spaces_;_723137.39_;_0_;_723492.0342_;_0_;_723492.0342_;_0_;_0_;_0_;_5636308.479_;_5636308.479_;_-5811095.89_;_6672331.4_;_-5811095.89_;_6672331.4_;_IN1_;_IN1_;_-55828981.7_;_56552119.09_;_20spaces_;_11spaces_;_ 
66525500_;_1411_;_MX 2.1_;_66525500_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_1407573.764_;_1407573.764_;_0_;_1005410.941_;_0_;_9385126.476_;_8379715.535_;_0_;_0_;_8379715.535_;_0_;_0_;_1406883.794_;_1406883.794_;_0_;_0_;_0_;_0_;_-689.970197_;_IN1_;_30spaces_;_1406883.794_;_0_;_1407573.764_;_0_;_1407573.764_;_1407573.764_;_0_;_0_;_8379715.535_;_8379715.535_;_-7678904.11_;_8744300.61_;_-7678904.11_;_8744300.61_;_IN1_;_IN1_;_-42171284.26_;_43578168.05_;_20spaces_;_11spaces_;_ 
66525500_;_1411_;_MX 3.1_;_66525500_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_1036781.687_;_1036781.687_;_0_;_1005410.941_;_0_;_9385126.476_;_8379715.535_;_0_;_0_;_8379715.535_;_0_;_0_;_1036273.473_;_0_;_0_;_0_;_0_;_0_;_-508.213838_;_IN1_;_30spaces_;_1036273.473_;_0_;_1036781.687_;_0_;_1036781.687_;_0_;_0_;_0_;_8379715.535_;_8379715.535_;_-7678904.11_;_8744300.61_;_-7678904.11_;_8744300.61_;_IN1_;_IN1_;_-42171284.26_;_43207557.73_;_20spaces_;_11spaces_;_ 
59859753_;_1493_;_MX 2.1_;_59859753_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_197612.0014_;_197612.0014_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_197515.1352_;_197515.1352_;_0_;_0_;_0_;_0_;_-96.86625_;_IN1_;_30spaces_;_197515.1352_;_0_;_197612.0014_;_0_;_197612.0014_;_197612.0014_;_0_;_0_;_0_;_0_;_35991780.82_;_-35810820.65_;_35991780.82_;_-35810820.65_;_IN1_;_IN1_;_42888843.77_;_-42691328.64_;_20spaces_;_11spaces_;_ 
59859753_;_1493_;_MX 3.1_;_59859753_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_406250.0032_;_406250.0032_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_406050.866_;_0_;_0_;_0_;_0_;_0_;_-199.137268_;_IN1_;_30spaces_;_406050.866_;_0_;_406250.0032_;_0_;_406250.0032_;_0_;_0_;_0_;_0_;_0_;_35991780.82_;_-35810820.65_;_35991780.82_;_-35810820.65_;_IN1_;_IN1_;_42888843.77_;_-42482792.91_;_20spaces_;_11spaces_;_ 
51215469_;_1464_;_MX 2.1_;_51215469_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_2377037.72_;_2377037.72_;_0_;_711415.4415_;_0_;_11174334.76_;_10462919.32_;_0_;_0_;_10462919.32_;_0_;_0_;_2375872.534_;_2375872.534_;_0_;_0_;_0_;_0_;_-1165.185957_;_IN1_;_30spaces_;_2375872.534_;_0_;_2377037.72_;_0_;_2377037.72_;_2377037.72_;_0_;_0_;_10462919.32_;_10462919.32_;_-12200000_;_13771082.55_;_-12200000_;_13771082.55_;_IN1_;_IN1_;_-17956434.74_;_20332307.27_;_20spaces_;_11spaces_;_ 
51215469_;_1464_;_MX 3.1_;_51215469_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_2168399.718_;_2168399.718_;_0_;_711415.4415_;_0_;_11174334.76_;_10462919.32_;_0_;_0_;_10462919.32_;_0_;_0_;_2167336.803_;_0_;_0_;_0_;_0_;_0_;_-1062.914938_;_IN1_;_30spaces_;_2167336.803_;_0_;_2168399.718_;_0_;_2168399.718_;_0_;_0_;_0_;_10462919.32_;_10462919.32_;_-12200000_;_13771082.55_;_-12200000_;_13771082.55_;_IN1_;_IN1_;_-17956434.74_;_20123771.54_;_20spaces_;_11spaces_;_ 
51208771_;_1462_;_MX 2.1_;_51208771_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_1525538.887_;_1525538.887_;_0_;_379871.2574_;_0_;_5949755.573_;_5569884.316_;_0_;_0_;_5569884.316_;_0_;_0_;_1524791.092_;_1524791.092_;_0_;_0_;_0_;_0_;_-747.794817_;_IN1_;_30spaces_;_1524791.092_;_0_;_1525538.887_;_0_;_1525538.887_;_1525538.887_;_0_;_0_;_5569884.316_;_5569884.316_;_-6024794.52_;_6885541.28_;_-6024794.52_;_6885541.28_;_IN1_;_IN1_;_-41380110.97_;_42904902.06_;_20spaces_;_11spaces_;_ 
51208771_;_1462_;_MX 3.1_;_51208771_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_1154746.81_;_1154746.81_;_0_;_379871.2574_;_0_;_5949755.573_;_5569884.316_;_0_;_0_;_5569884.316_;_0_;_0_;_1154180.771_;_0_;_0_;_0_;_0_;_0_;_-566.038458_;_IN1_;_30spaces_;_1154180.771_;_0_;_1154746.81_;_0_;_1154746.81_;_0_;_0_;_0_;_5569884.316_;_5569884.316_;_-6024794.52_;_6885541.28_;_-6024794.52_;_6885541.28_;_IN1_;_IN1_;_-41380110.97_;_42534291.74_;_20spaces_;_11spaces_;_ 
51986214_;_1432_;_MX 2.1_;_51986214_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-1991500.85_;_-1991500.85_;_0_;_-653287.0316_;_0_;_-7335473.92_;_-6682186.888_;_0_;_0_;_-6682186.888_;_0_;_0_;_-1990524.648_;_-1990524.648_;_0_;_0_;_0_;_0_;_976.201936_;_IN1_;_30spaces_;_-1990524.648_;_0_;_-1991500.85_;_0_;_-1991500.85_;_-1991500.85_;_0_;_0_;_-6682186.888_;_-6682186.888_;_8981575.34_;_-10452562.62_;_8981575.34_;_-10452562.62_;_IN1_;_IN1_;_49435396.16_;_-51425920.81_;_20spaces_;_11spaces_;_ 
51986214_;_1432_;_MX 3.1_;_51986214_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-1580687.463_;_-1580687.463_;_0_;_-653287.0316_;_0_;_-7335473.92_;_-6682186.888_;_0_;_0_;_-6682186.888_;_0_;_0_;_-1579912.635_;_0_;_0_;_0_;_0_;_0_;_774.827769_;_IN1_;_30spaces_;_-1579912.635_;_0_;_-1580687.463_;_0_;_-1580687.463_;_0_;_0_;_0_;_-6682186.888_;_-6682186.888_;_8981575.34_;_-10452562.62_;_8981575.34_;_-10452562.62_;_IN1_;_IN1_;_49435396.16_;_-51015308.79_;_20spaces_;_11spaces_;_ 
60552327_;_1400_;_MX 2.1_;_60552327_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-18859.22784_;_-18859.22784_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-18849.98334_;_-18849.98334_;_0_;_0_;_0_;_0_;_9.244492_;_IN1_;_30spaces_;_-18849.98334_;_0_;_-18859.22784_;_0_;_-18859.22784_;_-18859.22784_;_0_;_0_;_0_;_0_;_-32176232.88_;_31976848.96_;_-32176232.88_;_31976848.96_;_IN1_;_IN1_;_-42413062.63_;_42394212.64_;_20spaces_;_11spaces_;_ 
60552327_;_1400_;_MX 3.1_;_60552327_;_0_;_B_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-227497.2296_;_-227497.2296_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-227385.7141_;_0_;_0_;_0_;_0_;_0_;_111.515511_;_IN1_;_30spaces_;_-227385.7141_;_0_;_-227497.2296_;_0_;_-227497.2296_;_0_;_0_;_0_;_0_;_0_;_-32176232.88_;_31976848.96_;_-32176232.88_;_31976848.96_;_IN1_;_IN1_;_-42413062.63_;_42185676.91_;_20spaces_;_11spaces_;_ 
59864054_;_1495_;_MX 2.1_;_59864054_;_0_;_S_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-296580.6063_;_-296580.6063_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-296435.2272_;_-296435.2272_;_0_;_0_;_0_;_0_;_145.37908_;_IN1_;_30spaces_;_-296435.2272_;_0_;_-296580.6063_;_0_;_-296580.6063_;_-296580.6063_;_0_;_0_;_0_;_0_;_-71900821.92_;_71621641.3_;_-71900821.92_;_71621641.3_;_IN1_;_IN1_;_-85679092.5_;_85382657.28_;_20spaces_;_11spaces_;_ 
59864054_;_1495_;_MX 3.1_;_59864054_;_0_;_S_;_IN1_;_IN1 OIS 1Y_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-713856.6099_;_-713856.6099_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_-713506.6888_;_0_;_0_;_0_;_0_;_0_;_349.921118_;_IN1_;_30spaces_;_-713506.6888_;_0_;_-713856.6099_;_0_;_-713856.6099_;_0_;_0_;_0_;_0_;_0_;_-71900821.92_;_71621641.3_;_-71900821.92_;_71621641.3_;_IN1_;_IN1_;_-85679092.5_;_84965585.82_;_20spaces_;_11spaces_;_ 
51528404_;_1452_;_MX 2.1_;_51528404_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-4111279.628_;_-4111279.628_;_0_;_-779142.9643_;_0_;_-12468529.5_;_-11689386.54_;_0_;_0_;_-11689386.54_;_0_;_0_;_-4109264.345_;_-4109264.345_;_0_;_0_;_0_;_0_;_2015.283664_;_IN1_;_30spaces_;_-4109264.345_;_0_;_-4111279.628_;_0_;_-4111279.628_;_-4111279.628_;_0_;_0_;_-11689386.54_;_-11689386.54_;_10269863.01_;_-11876235.8_;_10269863.01_;_-11876235.8_;_IN1_;_IN1_;_50708381.51_;_-54817645.85_;_20spaces_;_11spaces_;_ 
51528404_;_1452_;_MX 3.1_;_51528404_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-3620901.068_;_-3620901.068_;_0_;_-779142.9643_;_0_;_-12468529.5_;_-11689386.54_;_0_;_0_;_-11689386.54_;_0_;_0_;_-3619126.16_;_0_;_0_;_0_;_0_;_0_;_1774.90792_;_IN1_;_30spaces_;_-3619126.16_;_0_;_-3620901.068_;_0_;_-3620901.068_;_0_;_0_;_0_;_-11689386.54_;_-11689386.54_;_10269863.01_;_-11876235.8_;_10269863.01_;_-11876235.8_;_IN1_;_IN1_;_50708381.51_;_-54327507.67_;_20spaces_;_11spaces_;_ 
47416164_;_1480_;_MX 2.1_;_47416164_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-2925833.64_;_-2925833.64_;_0_;_-703224.7845_;_0_;_-8463261.299_;_-7760036.515_;_0_;_0_;_-7760036.515_;_0_;_0_;_-2924399.443_;_-2924399.443_;_0_;_0_;_0_;_0_;_1434.196959_;_IN1_;_30spaces_;_-2924399.443_;_0_;_-2925833.64_;_0_;_-2925833.64_;_-2925833.64_;_0_;_0_;_-7760036.515_;_-7760036.515_;_7106027.4_;_-8399803.95_;_7106027.4_;_-8399803.95_;_IN1_;_IN1_;_47813577.47_;_-50737976.91_;_20spaces_;_11spaces_;_ 
47416164_;_1480_;_MX 3.1_;_47416164_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-2515020.253_;_-2515020.253_;_0_;_-703224.7845_;_0_;_-8463261.299_;_-7760036.515_;_0_;_0_;_-7760036.515_;_0_;_0_;_-2513787.43_;_0_;_0_;_0_;_0_;_0_;_1232.822792_;_IN1_;_30spaces_;_-2513787.43_;_0_;_-2515020.253_;_0_;_-2515020.253_;_0_;_0_;_0_;_-7760036.515_;_-7760036.515_;_7106027.4_;_-8399803.95_;_7106027.4_;_-8399803.95_;_IN1_;_IN1_;_47813577.47_;_-50327364.9_;_20spaces_;_11spaces_;_ 
47417530_;_1482_;_MX 2.1_;_47417530_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-2390352.127_;_-2390352.127_;_0_;_-667858.9177_;_0_;_-8077895.432_;_-7410036.515_;_0_;_0_;_-7410036.515_;_0_;_0_;_-2389180.415_;_-2389180.415_;_0_;_0_;_0_;_0_;_1171.712467_;_IN1_;_30spaces_;_-2389180.415_;_0_;_-2390352.127_;_0_;_-2390352.127_;_-2390352.127_;_0_;_0_;_-7410036.515_;_-7410036.515_;_7176986.3_;_-8399803.95_;_7176986.3_;_-8399803.95_;_IN1_;_IN1_;_17229506.52_;_-19618686.93_;_20spaces_;_11spaces_;_ 
47417530_;_1482_;_MX 3.1_;_47417530_;_0_;_S_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_-2236854.994_;_-2236854.994_;_0_;_-667858.9177_;_0_;_-8077895.432_;_-7410036.515_;_0_;_0_;_-7410036.515_;_0_;_0_;_-2235758.524_;_0_;_0_;_0_;_0_;_0_;_1096.470622_;_IN1_;_30spaces_;_-2235758.524_;_0_;_-2236854.994_;_0_;_-2236854.994_;_0_;_0_;_0_;_-7410036.515_;_-7410036.515_;_7176986.3_;_-8399803.95_;_7176986.3_;_-8399803.95_;_IN1_;_IN1_;_17229506.52_;_-19465265.04_;_20spaces_;_11spaces_;_ 
65353045_;_1404_;_MX 2.1_;_65353045_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB TRDSWAP PBL_;_0_;_0_;_2887216.982_;_2887216.982_;_0_;_-2820010.666_;_0_;_-24117966.23_;_-21297955.56_;_0_;_0_;_-21297955.56_;_0_;_0_;_2885801.714_;_2885801.714_;_0_;_0_;_0_;_0_;_-1415.267689_;_IN1_;_30spaces_;_2885801.714_;_0_;_2887216.982_;_0_;_2887216.982_;_2887216.982_;_0_;_0_;_-21297955.56_;_-21297955.56_;_20128767.12_;_-21035747.43_;_20128767.12_;_-21035747.43_;_IN1_;_IN1_;_111936933.9_;_-109051132.2_;_20spaces_;_11spaces_;_ 
65353045_;_1404_;_MX 3.1_;_65353045_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB TRDSWAP PBL_;_0_;_0_;_3867974.102_;_3867974.102_;_0_;_-2820010.666_;_0_;_-24117966.23_;_-21297955.56_;_0_;_0_;_-21297955.56_;_0_;_0_;_3866078.083_;_0_;_0_;_0_;_0_;_0_;_-1896.019178_;_IN1_;_30spaces_;_3866078.083_;_0_;_3867974.102_;_0_;_3867974.102_;_0_;_0_;_0_;_-21297955.56_;_-21297955.56_;_20128767.12_;_-21035747.43_;_20128767.12_;_-21035747.43_;_IN1_;_IN1_;_111936933.9_;_-108070855.8_;_20spaces_;_11spaces_;_ 
51587864_;_1412_;_MX 2.1_;_51587864_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_2694697.574_;_2694697.574_;_0_;_756901.4402_;_0_;_12186444.78_;_11429543.34_;_0_;_0_;_11429543.34_;_0_;_0_;_2693376.676_;_2693376.676_;_0_;_0_;_0_;_0_;_-1320.897748_;_IN1_;_30spaces_;_2693376.676_;_0_;_2694697.574_;_0_;_2694697.574_;_2694697.574_;_0_;_0_;_11429543.34_;_11429543.34_;_-9933972.6_;_11421485.43_;_-9933972.6_;_11421485.43_;_IN1_;_IN1_;_-17299487.05_;_19992863.73_;_20spaces_;_11spaces_;_ 
51587864_;_1412_;_MX 3.1_;_51587864_;_0_;_B_;_IN1_;_IN1 OIS 6M_;_MKT_OP_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_2486059.572_;_2486059.572_;_0_;_756901.4402_;_0_;_12186444.78_;_11429543.34_;_0_;_0_;_11429543.34_;_0_;_0_;_2484840.945_;_0_;_0_;_0_;_0_;_0_;_-1218.626729_;_IN1_;_30spaces_;_2484840.945_;_0_;_2486059.572_;_0_;_2486059.572_;_0_;_0_;_0_;_11429543.34_;_11429543.34_;_-9933972.6_;_11421485.43_;_-9933972.6_;_11421485.43_;_IN1_;_IN1_;_-17299487.05_;_19784328_;_20spaces_;_11spaces_;_ 
59709225_;_1492_;_MX 2.1_;_59709225_;_0_;_S_;_IN1_;_IN1 OIS 1Y_;_LIVE_;_IRD_;_IRS_;_5spaces_;_MB IRDTRD ABA_;_0_;_0_;_299358.5201_;_299358.5201_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_0_;_299211.7793_;_299211.7793_;_0_;_0_;_0_;_0_;_-146.740769_;_IN1_;_30spaces_;_299211.7793_;_0_;_299358.5201_;_0_;_299358.5201_;_299358.5201_;_0_;_0_;_0_;_0_;_36661267.12_;_-36403184.35_;_36661267.12_;_-36403184.35_;_IN1_;_IN1_;_42914166.04_;_-42614954.26_;_20spaces_;_11spaces_;_ 
